path,label
/content/train_data/rois/25_65.png,Isididae
/content/train_data/rois/25_66.png,Isididae
/content/train_data/rois/26_67.png,Rathbunaster californicus
/content/train_data/rois/27_68.png,Peniagone
/content/train_data/rois/27_69.png,Peniagone
/content/train_data/rois/27_70.png,Peniagone
/content/train_data/rois/27_71.png,Peniagone
/content/train_data/rois/28_72.png,Chionoecetes tanneri
/content/train_data/rois/29_73.png,Paelopatides confundens
/content/train_data/rois/30_74.png,Paelopatides confundens
/content/train_data/rois/31_75.png,Munnopsidae
/content/train_data/rois/32_76.png,Asteroidea
/content/train_data/rois/33_77.png,Abyssocucumis abyssorum
/content/train_data/rois/33_78.png,Abyssocucumis abyssorum
/content/train_data/rois/34_79.png,Strongylocentrotus fragilis
/content/train_data/rois/34_80.png,Strongylocentrotus fragilis
/content/train_data/rois/35_81.png,Munidopsis
/content/train_data/rois/35_82.png,Munidopsis
/content/train_data/rois/35_83.png,Munidopsis
/content/train_data/rois/35_84.png,Munidopsis
/content/train_data/rois/35_85.png,Munidopsis
/content/train_data/rois/35_86.png,Munidopsis
/content/train_data/rois/35_87.png,Munidopsis
/content/train_data/rois/35_88.png,Scotoplanes globosa
/content/train_data/rois/35_89.png,Munidopsis
/content/train_data/rois/35_90.png,Scotoplanes globosa
/content/train_data/rois/35_91.png,Munidopsis
/content/train_data/rois/35_92.png,Munidopsis
/content/train_data/rois/35_93.png,Munidopsis
/content/train_data/rois/35_94.png,Munidopsis
/content/train_data/rois/36_95.png,Isididae
/content/train_data/rois/36_96.png,Isididae
/content/train_data/rois/36_97.png,Ceriantharia
/content/train_data/rois/37_98.png,Isididae
/content/train_data/rois/38_99.png,Paragorgia arborea
/content/train_data/rois/39_100.png,Porifera
/content/train_data/rois/39_101.png,Chionoecetes tanneri
/content/train_data/rois/39_102.png,Actiniaria
/content/train_data/rois/39_103.png,Isidella tentaculum
/content/train_data/rois/39_104.png,Paragorgia arborea
/content/train_data/rois/39_105.png,Chionoecetes tanneri
/content/train_data/rois/39_106.png,Isidella tentaculum
/content/train_data/rois/39_107.png,Psolus squamatus
/content/train_data/rois/39_108.png,Paragorgia arborea
/content/train_data/rois/39_109.png,Sebastolobus
/content/train_data/rois/39_110.png,Paragorgia arborea
/content/train_data/rois/39_111.png,Porifera
/content/train_data/rois/39_112.png,Psolus squamatus
/content/train_data/rois/39_113.png,Paragorgia arborea
/content/train_data/rois/39_114.png,Keratoisis
/content/train_data/rois/39_115.png,Porifera
/content/train_data/rois/39_116.png,Asteroidea
/content/train_data/rois/39_117.png,Psolus squamatus
/content/train_data/rois/39_118.png,Keratoisis
/content/train_data/rois/39_119.png,Heterochone calyx
/content/train_data/rois/39_120.png,Isidella tentaculum
/content/train_data/rois/39_121.png,Actiniaria
/content/train_data/rois/40_122.png,Ophiuroidea
/content/train_data/rois/40_123.png,Porifera
/content/train_data/rois/40_124.png,Porifera
/content/train_data/rois/40_125.png,Porifera
/content/train_data/rois/40_126.png,Liponema brevicorne
/content/train_data/rois/40_127.png,Farrea
/content/train_data/rois/40_128.png,Porifera
/content/train_data/rois/40_129.png,Porifera
/content/train_data/rois/40_130.png,Porifera
/content/train_data/rois/40_131.png,Caridea
/content/train_data/rois/40_132.png,Asteroidea
/content/train_data/rois/40_133.png,Porifera
/content/train_data/rois/40_134.png,Hexactinellida
/content/train_data/rois/40_135.png,Ophiuroidea
/content/train_data/rois/40_136.png,Porifera
/content/train_data/rois/40_137.png,Porifera
/content/train_data/rois/40_138.png,Farrea
/content/train_data/rois/40_139.png,Porifera
/content/train_data/rois/40_140.png,Porifera
/content/train_data/rois/40_141.png,Porifera
/content/train_data/rois/40_142.png,Porifera
/content/train_data/rois/41_143.png,Actinernus
/content/train_data/rois/41_144.png,Ophiuroidea
/content/train_data/rois/41_145.png,Tunicata
/content/train_data/rois/41_146.png,Actinernus
/content/train_data/rois/41_147.png,Hexactinellida
/content/train_data/rois/41_148.png,Actinernus
/content/train_data/rois/41_149.png,Porifera
/content/train_data/rois/41_150.png,Ophiuroidea
/content/train_data/rois/41_151.png,Actinernus
/content/train_data/rois/41_152.png,Tunicata
/content/train_data/rois/41_153.png,Hexactinellida
/content/train_data/rois/41_154.png,Actinernus
/content/train_data/rois/41_155.png,Porifera
/content/train_data/rois/41_156.png,Pannychia moseleyi
/content/train_data/rois/41_157.png,Actinernus
/content/train_data/rois/41_158.png,Ophiuroidea
/content/train_data/rois/41_159.png,Caridea
/content/train_data/rois/41_160.png,Ophiuroidea
/content/train_data/rois/41_161.png,Actinernus
/content/train_data/rois/41_162.png,Hexactinellida
/content/train_data/rois/41_163.png,Porifera
/content/train_data/rois/41_164.png,Actinernus
/content/train_data/rois/41_165.png,Tunicata
/content/train_data/rois/41_166.png,Hexactinellida
/content/train_data/rois/41_167.png,Porifera
/content/train_data/rois/41_168.png,Porifera
/content/train_data/rois/42_169.png,Gastropoda
/content/train_data/rois/42_170.png,Gastropoda
/content/train_data/rois/42_171.png,Chionoecetes tanneri
/content/train_data/rois/42_172.png,Gastropoda
/content/train_data/rois/43_173.png,Peniagone
/content/train_data/rois/43_174.png,Peniagone
/content/train_data/rois/43_175.png,Ophiuroidea
/content/train_data/rois/43_176.png,Peniagone
/content/train_data/rois/43_177.png,Benthocodon pedunculata
/content/train_data/rois/43_178.png,Benthocodon pedunculata
/content/train_data/rois/43_179.png,Peniagone
/content/train_data/rois/44_180.png,Chionoecetes tanneri
/content/train_data/rois/44_181.png,Chionoecetes tanneri
/content/train_data/rois/44_182.png,Actiniaria
/content/train_data/rois/45_183.png,Isidella tentaculum
/content/train_data/rois/45_184.png,Keratoisis
/content/train_data/rois/46_185.png,Strongylocentrotus fragilis
/content/train_data/rois/46_186.png,Strongylocentrotus fragilis
/content/train_data/rois/46_187.png,Strongylocentrotus fragilis
/content/train_data/rois/46_188.png,Strongylocentrotus fragilis
/content/train_data/rois/46_189.png,Strongylocentrotus fragilis
/content/train_data/rois/46_190.png,Strongylocentrotus fragilis
/content/train_data/rois/46_191.png,Strongylocentrotus fragilis
/content/train_data/rois/46_192.png,Octopus rubescens
/content/train_data/rois/46_193.png,Strongylocentrotus fragilis
/content/train_data/rois/46_194.png,Strongylocentrotus fragilis
/content/train_data/rois/46_195.png,Strongylocentrotus fragilis
/content/train_data/rois/46_196.png,Strongylocentrotus fragilis
/content/train_data/rois/46_197.png,Strongylocentrotus fragilis
/content/train_data/rois/46_198.png,Strongylocentrotus fragilis
/content/train_data/rois/46_199.png,Strongylocentrotus fragilis
/content/train_data/rois/47_200.png,Strongylocentrotus fragilis
/content/train_data/rois/47_201.png,Strongylocentrotus fragilis
/content/train_data/rois/47_202.png,Strongylocentrotus fragilis
/content/train_data/rois/47_203.png,Strongylocentrotus fragilis
/content/train_data/rois/47_204.png,Strongylocentrotus fragilis
/content/train_data/rois/47_205.png,Strongylocentrotus fragilis
/content/train_data/rois/47_206.png,Strongylocentrotus fragilis
/content/train_data/rois/47_207.png,Strongylocentrotus fragilis
/content/train_data/rois/47_208.png,Strongylocentrotus fragilis
/content/train_data/rois/47_209.png,Strongylocentrotus fragilis
/content/train_data/rois/47_210.png,Strongylocentrotus fragilis
/content/train_data/rois/47_211.png,Strongylocentrotus fragilis
/content/train_data/rois/47_212.png,Microstomus pacificus
/content/train_data/rois/47_213.png,Strongylocentrotus fragilis
/content/train_data/rois/47_214.png,Strongylocentrotus fragilis
/content/train_data/rois/47_215.png,Strongylocentrotus fragilis
/content/train_data/rois/47_216.png,Strongylocentrotus fragilis
/content/train_data/rois/48_217.png,Ophiuroidea
/content/train_data/rois/48_218.png,Ophiuroidea
/content/train_data/rois/49_219.png,Peniagone
/content/train_data/rois/50_220.png,Peniagone
/content/train_data/rois/51_221.png,Asteroidea
/content/train_data/rois/52_222.png,Terebellidae
/content/train_data/rois/52_223.png,Asteroidea
/content/train_data/rois/53_224.png,Scotoplanes globosa
/content/train_data/rois/54_225.png,Peniagone
/content/train_data/rois/54_226.png,Peniagone
/content/train_data/rois/54_227.png,Peniagone
/content/train_data/rois/54_228.png,Peniagone
/content/train_data/rois/54_229.png,Actiniaria
/content/train_data/rois/54_230.png,Peniagone
/content/train_data/rois/55_231.png,Paragorgia arborea
/content/train_data/rois/55_232.png,Paragorgia arborea
/content/train_data/rois/56_233.png,Farrea
/content/train_data/rois/56_234.png,Farrea
/content/train_data/rois/56_235.png,Actinernus
/content/train_data/rois/56_236.png,Actinernus
/content/train_data/rois/56_237.png,Farrea
/content/train_data/rois/57_238.png,Paragorgia
/content/train_data/rois/58_239.png,Strongylocentrotus fragilis
/content/train_data/rois/59_240.png,Keratoisis
/content/train_data/rois/60_241.png,Asteroidea
/content/train_data/rois/60_242.png,Heteropolypus ritteri
/content/train_data/rois/60_243.png,Caridea
/content/train_data/rois/61_244.png,Heteropolypus ritteri
/content/train_data/rois/61_245.png,Porifera
/content/train_data/rois/61_246.png,Heteropolypus ritteri
/content/train_data/rois/62_247.png,Scotoplanes
/content/train_data/rois/62_248.png,Ophiuroidea
/content/train_data/rois/63_249.png,Heterochone calyx
/content/train_data/rois/63_250.png,Parastenella
/content/train_data/rois/63_251.png,Heterochone calyx
/content/train_data/rois/63_252.png,Staurocalyptus
/content/train_data/rois/63_253.png,Parastenella
/content/train_data/rois/63_254.png,Staurocalyptus
/content/train_data/rois/63_255.png,Hexactinellida
/content/train_data/rois/63_256.png,Heterochone calyx
/content/train_data/rois/63_257.png,Paragorgia
/content/train_data/rois/63_258.png,Staurocalyptus
/content/train_data/rois/63_259.png,Farrea
/content/train_data/rois/63_260.png,Heterochone calyx
/content/train_data/rois/63_261.png,Heterochone calyx
/content/train_data/rois/63_262.png,Heterochone calyx
/content/train_data/rois/64_263.png,Keratoisis
/content/train_data/rois/64_264.png,Keratoisis
/content/train_data/rois/65_265.png,Strongylocentrotus fragilis
/content/train_data/rois/65_266.png,Strongylocentrotus fragilis
/content/train_data/rois/66_267.png,Asteroidea
/content/train_data/rois/67_268.png,Peniagone
/content/train_data/rois/67_269.png,Scotoplanes globosa
/content/train_data/rois/67_270.png,Scotoplanes globosa
/content/train_data/rois/67_271.png,Scotoplanes globosa
/content/train_data/rois/67_272.png,Peniagone
/content/train_data/rois/68_273.png,Munidopsis
/content/train_data/rois/69_274.png,Ophiuroidea
/content/train_data/rois/69_275.png,Ophiuroidea
/content/train_data/rois/69_276.png,Ophiuroidea
/content/train_data/rois/69_277.png,Ophiuroidea
/content/train_data/rois/69_278.png,Ophiuroidea
/content/train_data/rois/69_279.png,Ophiuroidea
/content/train_data/rois/69_280.png,Ophiuroidea
/content/train_data/rois/69_281.png,Ophiuroidea
/content/train_data/rois/69_282.png,Ophiuroidea
/content/train_data/rois/69_283.png,Ophiuroidea
/content/train_data/rois/69_284.png,Ophiuroidea
/content/train_data/rois/69_285.png,Ophiuroidea
/content/train_data/rois/69_286.png,Ophiuroidea
/content/train_data/rois/69_287.png,Ophiuroidea
/content/train_data/rois/69_288.png,Ophiuroidea
/content/train_data/rois/69_289.png,Ophiuroidea
/content/train_data/rois/69_290.png,Ophiuroidea
/content/train_data/rois/69_291.png,Ophiuroidea
/content/train_data/rois/69_292.png,Ophiuroidea
/content/train_data/rois/69_293.png,Ophiuroidea
/content/train_data/rois/69_294.png,Ophiuroidea
/content/train_data/rois/69_295.png,Ophiuroidea
/content/train_data/rois/69_296.png,Ophiuroidea
/content/train_data/rois/69_297.png,Ophiuroidea
/content/train_data/rois/69_298.png,Ophiuroidea
/content/train_data/rois/69_299.png,Ophiuroidea
/content/train_data/rois/69_300.png,Ophiuroidea
/content/train_data/rois/69_301.png,Ophiuroidea
/content/train_data/rois/69_302.png,Ophiuroidea
/content/train_data/rois/69_303.png,Ophiuroidea
/content/train_data/rois/69_304.png,Ophiuroidea
/content/train_data/rois/69_305.png,Ophiuroidea
/content/train_data/rois/69_306.png,Ophiuroidea
/content/train_data/rois/69_307.png,Ophiuroidea
/content/train_data/rois/70_308.png,Hormathiidae
/content/train_data/rois/70_309.png,Actiniaria
/content/train_data/rois/71_310.png,Paragorgia
/content/train_data/rois/71_311.png,Psolus squamatus
/content/train_data/rois/71_312.png,Psolus squamatus
/content/train_data/rois/71_313.png,Asteroidea
/content/train_data/rois/71_314.png,Sebastolobus
/content/train_data/rois/72_315.png,Holothuroidea
/content/train_data/rois/72_316.png,Scotoplanes
/content/train_data/rois/73_317.png,Keratoisis
/content/train_data/rois/74_318.png,Strongylocentrotus fragilis
/content/train_data/rois/74_319.png,Strongylocentrotus fragilis
/content/train_data/rois/74_320.png,Strongylocentrotus fragilis
/content/train_data/rois/75_321.png,Isidella tentaculum
/content/train_data/rois/75_322.png,Isididae
/content/train_data/rois/75_323.png,Isidella tentaculum
/content/train_data/rois/75_324.png,Paragorgia
/content/train_data/rois/76_325.png,Scleractinia
/content/train_data/rois/77_326.png,Abyssocucumis abyssorum
/content/train_data/rois/78_327.png,Keratoisis
/content/train_data/rois/78_328.png,Keratoisis
/content/train_data/rois/78_329.png,Hippasteria
/content/train_data/rois/79_330.png,Isididae
/content/train_data/rois/80_331.png,Sebastolobus
/content/train_data/rois/81_332.png,Keratoisis
/content/train_data/rois/82_333.png,Paragorgia arborea
/content/train_data/rois/83_334.png,Crinoidea
/content/train_data/rois/84_335.png,Peniagone
/content/train_data/rois/84_336.png,Elpidia
/content/train_data/rois/85_337.png,Munidopsis
/content/train_data/rois/85_338.png,Munidopsis
/content/train_data/rois/85_339.png,Munidopsis
/content/train_data/rois/85_340.png,Munidopsis
/content/train_data/rois/85_341.png,Munidopsis
/content/train_data/rois/85_342.png,Asbestopluma
/content/train_data/rois/85_343.png,Munidopsis
/content/train_data/rois/85_344.png,Munidopsis
/content/train_data/rois/85_345.png,Munidopsis
/content/train_data/rois/85_346.png,Munidopsis
/content/train_data/rois/86_347.png,Keratoisis
/content/train_data/rois/87_348.png,Keratoisis
/content/train_data/rois/87_349.png,Isidella tentaculum
/content/train_data/rois/87_350.png,Paragorgia arborea
/content/train_data/rois/88_351.png,Sebastolobus
/content/train_data/rois/89_352.png,Peniagone
/content/train_data/rois/89_353.png,Munidopsis
/content/train_data/rois/89_354.png,Munidopsis
/content/train_data/rois/89_355.png,Munidopsis
/content/train_data/rois/89_356.png,Munidopsis
/content/train_data/rois/89_357.png,Munidopsis
/content/train_data/rois/89_358.png,Munidopsis
/content/train_data/rois/89_359.png,Munidopsis
/content/train_data/rois/89_360.png,Munidopsis
/content/train_data/rois/89_361.png,Scotoplanes globosa
/content/train_data/rois/89_362.png,Munidopsis
/content/train_data/rois/89_363.png,Munidopsis
/content/train_data/rois/89_364.png,Peniagone
/content/train_data/rois/89_365.png,Munidopsis
/content/train_data/rois/89_366.png,Peniagone
/content/train_data/rois/89_367.png,Munidopsis
/content/train_data/rois/89_368.png,Munidopsis
/content/train_data/rois/89_369.png,Munidopsis
/content/train_data/rois/89_370.png,Munidopsis
/content/train_data/rois/89_371.png,Peniagone
/content/train_data/rois/89_372.png,Peniagone
/content/train_data/rois/89_373.png,Peniagone
/content/train_data/rois/90_374.png,Sebastolobus
/content/train_data/rois/90_375.png,Isosicyonis
/content/train_data/rois/90_376.png,Isosicyonis
/content/train_data/rois/90_377.png,Actiniaria
/content/train_data/rois/90_378.png,Isosicyonis
/content/train_data/rois/90_379.png,Isosicyonis
/content/train_data/rois/90_380.png,Isosicyonis
/content/train_data/rois/90_381.png,Isosicyonis
/content/train_data/rois/90_382.png,Actiniaria
/content/train_data/rois/90_383.png,Sebastolobus
/content/train_data/rois/91_384.png,Crinoidea
/content/train_data/rois/92_385.png,Umbellula
/content/train_data/rois/93_386.png,Sebastes
/content/train_data/rois/94_387.png,Actiniaria
/content/train_data/rois/94_388.png,Ophiuroidea
/content/train_data/rois/94_389.png,Ophiuroidea
/content/train_data/rois/94_390.png,Ophiuroidea
/content/train_data/rois/94_391.png,Ophiuroidea
/content/train_data/rois/94_392.png,Scotoplanes
/content/train_data/rois/94_393.png,Scotoplanes
/content/train_data/rois/94_394.png,Ophiuroidea
/content/train_data/rois/94_395.png,Scotoplanes
/content/train_data/rois/94_396.png,Scotoplanes
/content/train_data/rois/94_397.png,Ophiuroidea
/content/train_data/rois/94_398.png,Ophiuroidea
/content/train_data/rois/94_399.png,Ophiuroidea
/content/train_data/rois/94_400.png,Scotoplanes
/content/train_data/rois/94_401.png,Ophiuroidea
/content/train_data/rois/94_402.png,Scotoplanes
/content/train_data/rois/94_403.png,Ophiuroidea
/content/train_data/rois/94_404.png,Scotoplanes
/content/train_data/rois/95_405.png,Holothuroidea
/content/train_data/rois/96_406.png,Munnopsidae
/content/train_data/rois/97_407.png,Ophiuroidea
/content/train_data/rois/97_408.png,Ophiuroidea
/content/train_data/rois/97_409.png,Caridea
/content/train_data/rois/97_410.png,Ophiuroidea
/content/train_data/rois/97_411.png,Ophiuroidea
/content/train_data/rois/98_412.png,Strongylocentrotus fragilis
/content/train_data/rois/98_413.png,Strongylocentrotus fragilis
/content/train_data/rois/98_414.png,Strongylocentrotus fragilis
/content/train_data/rois/98_415.png,Strongylocentrotus fragilis
/content/train_data/rois/98_416.png,Strongylocentrotus fragilis
/content/train_data/rois/98_417.png,Strongylocentrotus fragilis
/content/train_data/rois/98_418.png,Strongylocentrotus fragilis
/content/train_data/rois/98_419.png,Strongylocentrotus fragilis
/content/train_data/rois/98_420.png,Strongylocentrotus fragilis
/content/train_data/rois/98_421.png,Strongylocentrotus fragilis
/content/train_data/rois/98_422.png,Strongylocentrotus fragilis
/content/train_data/rois/99_423.png,Strongylocentrotus fragilis
/content/train_data/rois/99_424.png,Strongylocentrotus fragilis
/content/train_data/rois/99_425.png,Strongylocentrotus fragilis
/content/train_data/rois/100_426.png,Ophiuroidea
/content/train_data/rois/101_427.png,Isididae
/content/train_data/rois/102_428.png,Keratoisis
/content/train_data/rois/103_429.png,Peniagone
/content/train_data/rois/104_430.png,Peniagone
/content/train_data/rois/105_431.png,Keratoisis
/content/train_data/rois/106_432.png,Paragorgia arborea
/content/train_data/rois/107_433.png,Peniagone
/content/train_data/rois/107_434.png,Peniagone
/content/train_data/rois/108_435.png,Abyssocucumis abyssorum
/content/train_data/rois/109_436.png,Scotoplanes
/content/train_data/rois/109_437.png,Scotoplanes
/content/train_data/rois/110_438.png,Strongylocentrotus fragilis
/content/train_data/rois/111_439.png,Ophiuroidea
/content/train_data/rois/112_440.png,Crinoidea
/content/train_data/rois/113_441.png,Metridium farcimen
/content/train_data/rois/114_442.png,Metridium farcimen
/content/train_data/rois/114_443.png,Merluccius productus
/content/train_data/rois/115_444.png,Peniagone
/content/train_data/rois/116_445.png,Heterochone calyx
/content/train_data/rois/116_446.png,Heterochone calyx
/content/train_data/rois/116_447.png,Staurocalyptus
/content/train_data/rois/116_448.png,Chionoecetes tanneri
/content/train_data/rois/116_449.png,Porifera
/content/train_data/rois/116_450.png,Chionoecetes tanneri
/content/train_data/rois/116_451.png,Porifera
/content/train_data/rois/116_452.png,Staurocalyptus
/content/train_data/rois/116_453.png,Staurocalyptus
/content/train_data/rois/116_454.png,Staurocalyptus
/content/train_data/rois/116_455.png,Heterochone calyx
/content/train_data/rois/116_456.png,Porifera
/content/train_data/rois/116_457.png,Porifera
/content/train_data/rois/116_458.png,Farrea
/content/train_data/rois/116_459.png,Porifera
/content/train_data/rois/116_460.png,Porifera
/content/train_data/rois/117_461.png,Isidella tentaculum
/content/train_data/rois/118_462.png,Peniagone
/content/train_data/rois/119_463.png,Funiculina
/content/train_data/rois/119_464.png,Umbellula
/content/train_data/rois/119_465.png,Funiculina
/content/train_data/rois/119_466.png,Microstomus pacificus
/content/train_data/rois/119_467.png,Gastropoda
/content/train_data/rois/119_468.png,Actiniaria
/content/train_data/rois/119_469.png,Actiniaria
/content/train_data/rois/120_470.png,Brisingida
/content/train_data/rois/120_471.png,Pannychia moseleyi
/content/train_data/rois/120_472.png,Brisingida
/content/train_data/rois/120_473.png,Brisingida
/content/train_data/rois/121_474.png,Peniagone
/content/train_data/rois/122_475.png,Heterochone calyx
/content/train_data/rois/122_476.png,Actiniaria
/content/train_data/rois/122_477.png,Staurocalyptus
/content/train_data/rois/122_478.png,Isidella tentaculum
/content/train_data/rois/122_479.png,Staurocalyptus
/content/train_data/rois/122_480.png,Chionoecetes tanneri
/content/train_data/rois/122_481.png,Staurocalyptus
/content/train_data/rois/122_482.png,Heterochone calyx
/content/train_data/rois/122_483.png,Staurocalyptus
/content/train_data/rois/122_484.png,Heteropolypus ritteri
/content/train_data/rois/122_485.png,Staurocalyptus
/content/train_data/rois/122_486.png,Chionoecetes tanneri
/content/train_data/rois/123_487.png,Sebastolobus
/content/train_data/rois/123_488.png,Chionoecetes tanneri
/content/train_data/rois/124_489.png,Gastropoda
/content/train_data/rois/125_490.png,Pannychia moseleyi
/content/train_data/rois/125_491.png,Pannychia moseleyi
/content/train_data/rois/125_492.png,Pannychia moseleyi
/content/train_data/rois/126_493.png,Munnopsidae
/content/train_data/rois/127_494.png,Rathbunaster californicus
/content/train_data/rois/128_495.png,Pannychia moseleyi
/content/train_data/rois/129_496.png,Brisingida
/content/train_data/rois/129_497.png,Crinoidea
/content/train_data/rois/129_498.png,Crinoidea
/content/train_data/rois/130_499.png,Asteroidea
/content/train_data/rois/131_500.png,Sebastolobus
/content/train_data/rois/132_501.png,Ophiuroidea
/content/train_data/rois/133_502.png,Umbellula
/content/train_data/rois/134_503.png,Pyrosoma atlanticum
/content/train_data/rois/134_504.png,Pyrosoma atlanticum
/content/train_data/rois/134_505.png,Pyrosoma atlanticum
/content/train_data/rois/134_506.png,Pyrosoma atlanticum
/content/train_data/rois/134_507.png,Pyrosoma atlanticum
/content/train_data/rois/134_508.png,Pyrosoma atlanticum
/content/train_data/rois/134_509.png,Pyrosoma atlanticum
/content/train_data/rois/135_510.png,Peniagone
/content/train_data/rois/136_511.png,Sebastolobus
/content/train_data/rois/137_512.png,Ophiuroidea
/content/train_data/rois/137_513.png,Isosicyonis
/content/train_data/rois/137_514.png,Isosicyonis
/content/train_data/rois/137_515.png,Isosicyonis
/content/train_data/rois/137_516.png,Ophiuroidea
/content/train_data/rois/138_517.png,Octopus rubescens
/content/train_data/rois/138_518.png,Octopus rubescens
/content/train_data/rois/138_519.png,Octopus rubescens
/content/train_data/rois/138_520.png,Strongylocentrotus fragilis
/content/train_data/rois/138_521.png,Octopus rubescens
/content/train_data/rois/138_522.png,Octopus rubescens
/content/train_data/rois/138_523.png,Strongylocentrotus fragilis
/content/train_data/rois/138_524.png,Sebastes
/content/train_data/rois/138_525.png,Octopus rubescens
/content/train_data/rois/138_526.png,Octopus rubescens
/content/train_data/rois/138_527.png,Octopus rubescens
/content/train_data/rois/139_528.png,Munnopsidae
/content/train_data/rois/140_529.png,Strongylocentrotus fragilis
/content/train_data/rois/140_530.png,Psolus squamatus
/content/train_data/rois/140_531.png,Psolus squamatus
/content/train_data/rois/140_532.png,Psolus squamatus
/content/train_data/rois/140_533.png,Strongylocentrotus fragilis
/content/train_data/rois/140_534.png,Sebastolobus
/content/train_data/rois/140_535.png,Psolus squamatus
/content/train_data/rois/141_536.png,Keratoisis
/content/train_data/rois/141_537.png,Isidella tentaculum
/content/train_data/rois/141_538.png,Isidella tentaculum
/content/train_data/rois/141_539.png,Isidella tentaculum
/content/train_data/rois/142_540.png,Paragorgia arborea
/content/train_data/rois/142_541.png,Paragorgia arborea
/content/train_data/rois/142_542.png,Paragorgia arborea
/content/train_data/rois/143_543.png,Strongylocentrotus fragilis
/content/train_data/rois/144_544.png,Paragorgia arborea
/content/train_data/rois/145_545.png,Octopus rubescens
/content/train_data/rois/145_546.png,Rathbunaster californicus
/content/train_data/rois/146_547.png,Elpidia
/content/train_data/rois/147_548.png,Strongylocentrotus fragilis
/content/train_data/rois/147_549.png,Strongylocentrotus fragilis
/content/train_data/rois/147_550.png,Psolus squamatus
/content/train_data/rois/147_551.png,Strongylocentrotus fragilis
/content/train_data/rois/147_552.png,Psolus squamatus
/content/train_data/rois/147_553.png,Psolus squamatus
/content/train_data/rois/147_554.png,Psolus squamatus
/content/train_data/rois/147_555.png,Strongylocentrotus fragilis
/content/train_data/rois/147_556.png,Strongylocentrotus fragilis
/content/train_data/rois/147_557.png,Psolus squamatus
/content/train_data/rois/147_558.png,Strongylocentrotus fragilis
/content/train_data/rois/147_559.png,Strongylocentrotus fragilis
/content/train_data/rois/147_560.png,Psolus squamatus
/content/train_data/rois/147_561.png,Psolus squamatus
/content/train_data/rois/148_562.png,Ophiuroidea
/content/train_data/rois/148_563.png,Scotoplanes
/content/train_data/rois/149_564.png,Strongylocentrotus fragilis
/content/train_data/rois/149_565.png,Strongylocentrotus fragilis
/content/train_data/rois/150_566.png,Acanthoptilum
